Segment,File Name,transcription_0,transcription_20,transcription_40,transcription_60,Reaction Time (s),Min Volume (dB),Max Volume (dB),Silence Threshold (dB),Length (s)
NV_1,recording_verval_resp_a_2025-01-02_15h33.47.050.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h33.49.603.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h33.52.202.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h33.54.805.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h33.57.391.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h33.59.993.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.02.579.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.05.168.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.07.754.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.10.337.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.12.923.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.15.511.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.18.097.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.20.683.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.23.269.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.25.853.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.28.438.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.31.027.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.33.613.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.36.197.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.38.782.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.41.370.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.43.956.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.46.540.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.49.126.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.51.714.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.54.298.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.56.884.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h34.59.470.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.02.057.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.04.641.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.07.229.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.09.816.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.12.401.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.14.987.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.17.570.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.20.158.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.22.743.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.25.328.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.27.917.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.30.503.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_1,recording_verval_resp_a_2025-01-02_15h35.33.086.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.42.214.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.44.798.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.47.386.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.49.971.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.52.556.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.55.144.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h35.57.730.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.00.313.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.02.899.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.05.488.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.08.074.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.10.657.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.13.243.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.15.831.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.18.418.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.21.001.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.23.587.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.26.174.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.28.758.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.31.347.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.33.932.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.36.516.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.39.101.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.41.690.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.44.274.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.46.862.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.49.446.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.52.034.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.54.618.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.57.206.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h36.59.791.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.02.378.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.04.961.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.07.550.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.10.136.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.12.718.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.15.305.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.17.893.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.20.479.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.23.062.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.25.648.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NV_2,recording_verval_resp_a_2025-01-02_15h37.28.236.wav,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,-5,0.0
NA_1,recording_verval_resp_a_2025-01-02_15h38.56.401.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.70001983642578,-5,3.68
